Datetime,Actual,Prophet_Forecast,ETS_Forecast,Prophet_Residual,ETS_Residual
2017-08-19 22:00:00,15916.0,14880.938887443615,13469.683585416124,1035.0611125563846,2446.3164145838764
2017-08-19 23:00:00,14800.0,14094.306406720556,13030.335789829956,705.693593279444,1769.6642101700436
2017-08-20 00:00:00,13544.0,13211.88962072481,12461.034116587238,332.1103792751892,1082.9658834127622
2017-08-20 01:00:00,12503.0,12409.000815889856,11966.087143021725,93.99918411014369,536.9128569782752
2017-08-20 02:00:00,11949.0,11800.899137055338,11672.325460909078,148.10086294466237,276.6745390909218
2017-08-20 03:00:00,11468.0,11451.313929139204,11368.385620333118,16.686070860796463,99.61437966688209
2017-08-20 04:00:00,11159.0,11408.155530023574,11195.01954987888,-249.1555300235741,-36.01954987887984
2017-08-20 05:00:00,10903.0,11702.943442336647,11171.279220262282,-799.9434423366474,-268.27922026228225
2017-08-20 06:00:00,10987.0,12303.70339966127,11519.49014969222,-1316.70339966127,-532.4901496922193
2017-08-20 07:00:00,11160.0,13077.490988605728,12308.372389861112,-1917.4909886057285,-1148.3723898611115
2017-08-20 08:00:00,11314.0,13824.048666146542,12816.300997840362,-2510.048666146542,-1502.3009978403625
2017-08-20 09:00:00,12250.0,14375.946584355022,12614.727134739234,-2125.9465843550224,-364.7271347392343
2017-08-20 10:00:00,13353.0,14688.743566609175,12373.70317100971,-1335.743566609175,979.2968289902892
2017-08-20 11:00:00,14414.0,14843.061901394318,12065.264297193293,-429.06190139431783,2348.735702806707
2017-08-20 12:00:00,15501.0,14956.433344243334,11704.742353582082,544.5666557566656,3796.2576464179183
2017-08-20 13:00:00,16574.0,15084.865737886868,11513.69655476406,1489.1342621131316,5060.303445235941
2017-08-20 14:00:00,17491.0,15201.485981267408,11436.029247347778,2289.5140187325924,6054.970752652222
2017-08-20 15:00:00,18094.0,15263.199245635848,11480.947904935509,2830.8007543641525,6613.052095064491
2017-08-20 16:00:00,18635.0,15289.671802911109,11554.709832463755,3345.328197088891,7080.290167536245
2017-08-20 17:00:00,19069.0,15367.119570514247,11765.791189776486,3701.8804294857528,7303.208810223514
